userId,movieId,rating,timestamp
611,193610,5,0
612,193610,5,0
613,193610,4,0
614,193610,5,0
615,193610,4,0
616,193610,5,0
617,193610,5,0
618,193610,5,0
619,193610,5,0
620,193610,5,0
621,193610,5,0
622,193610,4,0
623,193610,5,0
624,193610,5,0
625,193610,5,0
626,193610,5,0
627,193610,5,0
628,193610,5,0
630,193610,5,0
631,193610,5,0
639,193610,5,0
640,193610,5,0
644,193610,5,0
646,193610,5,0
647,193610,5,0
652,193610,5,0
654,193610,5,0
655,193610,5,0
656,193610,5,0
610,193611,5,0
611,193611,3,0
612,193611,3,0
613,193611,5,0
614,193611,2,0
615,193611,3,0
616,193611,2,0
617,193611,4,0
618,193611,5,0
619,193611,3,0
620,193611,3,0
621,193611,3,0
622,193611,4,0
623,193611,5,0
624,193611,5,0
625,193611,5,0
626,193611,3,0
627,193611,3,0
628,193611,5,0
630,193611,3,0
631,193611,3,0
637,193611,3,0
639,193611,2,0
640,193611,4,0
646,193611,4,0
647,193611,4,0
652,193611,5,0
654,193611,5,0
655,193611,3,0
656,193611,5,0
610,193612,2,0
611,193612,5,0
612,193612,5,0
613,193612,5,0
614,193612,4,0
615,193612,5,0
616,193612,4,0
617,193612,5,0
618,193612,5,0
619,193612,5,0
620,193612,5,0
621,193612,5,0
622,193612,5,0
623,193612,5,0
624,193612,5,0
625,193612,5,0
627,193612,5,0
628,193612,5,0
630,193612,5,0
631,193612,5,0
632,193612,3,0
633,193612,5,0
637,193612,4,0
639,193612,4,0
640,193612,5,0
642,193612,5,0
643,193612,4,0
644,193612,5,0
646,193612,5,0
647,193612,5,0
648,193612,5,0
651,193612,5,0
652,193612,5,0
653,193612,5,0
654,193612,5,0
655,193612,3,0
656,193612,5,0
610,193613,5,0
611,193613,2,0
612,193613,4,0
613,193613,5,0
614,193613,4,0
615,193613,4,0
616,193613,4,0
617,193613,5,0
618,193613,5,0
619,193613,4,0
620,193613,4,0
621,193613,3,0
622,193613,4,0
623,193613,5,0
624,193613,5,0
625,193613,5,0
626,193613,5,0
627,193613,3,0
628,193613,5,0
630,193613,2,0
631,193613,4,0
632,193613,4,0
637,193613,5,0
639,193613,4,0
640,193613,4,0
641,193613,3,0
643,193613,2,0
644,193613,5,0
646,193613,4,0
647,193613,3,0
648,193613,5,0
649,193613,5,0
651,193613,3,0
652,193613,5,0
653,193613,4,0
654,193613,4,0
655,193613,3,0
656,193613,4,0
610,193614,5,0
611,193614,4,0
612,193614,5,0
613,193614,5,0
614,193614,5,0
615,193614,5,0
616,193614,5,0
617,193614,4,0
618,193614,4,0
619,193614,4,0
620,193614,5,0
621,193614,4,0
622,193614,4,0
623,193614,5,0
624,193614,5,0
625,193614,5,0
626,193614,4,0
627,193614,2,0
628,193614,4,0
630,193614,4,0
631,193614,4,0
632,193614,4,0
637,193614,3,0
639,193614,1,0
640,193614,5,0
641,193614,4,0
643,193614,3,0
644,193614,5,0
645,193614,4,0
646,193614,5,0
647,193614,4,0
649,193614,4,0
652,193614,5,0
653,193614,5,0
654,193614,5,0
655,193614,3,0
656,193614,5,0
610,193615,4,0
611,193615,1,0
612,193615,4,0
613,193615,4,0
614,193615,4,0
615,193615,3,0
616,193615,4,0
617,193615,3,0
618,193615,4,0
619,193615,2,0
620,193615,4,0
621,193615,3,0
622,193615,4,0
623,193615,5,0
624,193615,5,0
625,193615,5,0
626,193615,4,0
627,193615,3,0
628,193615,4,0
630,193615,3,0
631,193615,4,0
632,193615,3,0
637,193615,4,0
639,193615,1,0
640,193615,5,0
646,193615,5,0
647,193615,4,0
648,193615,3,0
649,193615,4,0
652,193615,5,0
654,193615,4,0
655,193615,3,0
656,193615,4,0
610,193616,2,0
611,193616,5,0
612,193616,5,0
613,193616,5,0
614,193616,4,0
615,193616,5,0
616,193616,5,0
617,193616,4,0
618,193616,4,0
619,193616,2,0
620,193616,5,0
621,193616,5,0
622,193616,5,0
623,193616,5,0
624,193616,5,0
625,193616,5,0
626,193616,5,0
627,193616,4,0
628,193616,5,0
630,193616,4,0
631,193616,5,0
632,193616,4,0
637,193616,5,0
639,193616,5,0
640,193616,5,0
644,193616,5,0
645,193616,5,0
646,193616,5,0
647,193616,5,0
649,193616,5,0
651,193616,5,0
652,193616,5,0
654,193616,5,0
655,193616,3,0
656,193616,5,0
610,193617,4,0
611,193617,1,0
612,193617,5,0
613,193617,4,0
614,193617,3,0
615,193617,3,0
616,193617,2,0
617,193617,5,0
618,193617,2,0
619,193617,4,0
620,193617,5,0
621,193617,3,0
622,193617,4,0
623,193617,5,0
624,193617,5,0
625,193617,5,0
626,193617,3,0
627,193617,3,0
628,193617,4,0
630,193617,5,0
631,193617,3,0
637,193617,3,0
639,193617,2,0
640,193617,5,0
646,193617,4,0
647,193617,5,0
648,193617,3,0
649,193617,5,0
652,193617,5,0
654,193617,4,0
655,193617,3,0
656,193617,4,0
610,193619,4,0
611,193619,5,0
612,193619,5,0
613,193619,5,0
614,193619,2,0
615,193619,4,0
616,193619,2,0
617,193619,4,0
618,193619,4,0
620,193619,5,0
621,193619,4,0
622,193619,5,0
623,193619,1,0
624,193619,1,0
625,193619,1,0
626,193619,4,0
627,193619,3,0
628,193619,5,0
630,193619,4,0
631,193619,4,0
632,193619,3,0
633,193619,4,0
640,193619,5,0
643,193619,4,0
644,193619,4,0
646,193619,4,0
647,193619,4,0
652,193619,5,0
654,193619,4,0
655,193619,1,0
656,193619,4,0
610,193620,3,0
611,193620,5,0
612,193620,5,0
613,193620,5,0
614,193620,5,0
615,193620,5,0
616,193620,4,0
617,193620,5,0
618,193620,4,0
619,193620,4,0
620,193620,5,0
621,193620,3,0
622,193620,4,0
623,193620,5,0
624,193620,5,0
625,193620,5,0
626,193620,3,0
627,193620,2,0
628,193620,5,0
630,193620,5,0
631,193620,4,0
632,193620,4,0
637,193620,4,0
640,193620,4,0
641,193620,4,0
644,193620,4,0
646,193620,4,0
647,193620,4,0
651,193620,4,0
652,193620,5,0
653,193620,3,0
654,193620,4,0
655,193620,3,0
656,193620,4,0
