"id","rating","movie_id","user_id"
"1","4","1","1"
"2","5","2","1"
"3","3","3","1"
"4","2","4","1"
"5","1","5","1"
"6","5","6","1"
"7","4","7","1"
"8","3","8","1"
"9","4","9","1"
"10","5","10","1"
"11","3","11","1"
"12","2","12","1"
"13","4","13","1"
"14","2","14","1"
"15","5","15","1"
"16","4","16","1"
"17","3","17","1"
"18","3","18","1"
"19","5","19","1"
"20","4","20","1"
"21","4","21","2"
"22","4","22","2"
"23","5","23","2"
"24","3","24","2"
"25","2","25","2"
"26","1","26","2"
"27","4","27","2"
"28","5","28","2"
"29","3","29","2"
"30","3","30","2"
"31","3","31","2"
"32","1","32","2"
"33","1","33","2"
"34","2","34","2"
"35","4","35","2"
"36","3","36","2"
"37","2","37","2"
"38","5","38","2"
"39","5","39","3"
"40","4","40","3"
"41","5","41","3"
"42","4","42","3"
"43","5","43","3"
"44","4","44","3"
"45","2","45","3"
"46","1","46","3"
"47","3","47","3"
"48","4","48","3"
"49","5","49","3"
"50","5","50","3"
"51","4","51","3"
"52","3","52","3"
"53","4","53","3"
"54","4","54","3"
"55","3","55","3"
"56","1","56","3"
"57","1","57","3"
"58","1","58","3"
"59","4","59","3"
"60","5","60","3"
"61","3","61","3"
"62","4","62","3"
"63","5","63","4"
"64","4","64","4"
"65","3","65","4"
"66","2","66","4"
"67","1","67","4"
"68","2","68","4"
"69","3","69","4"
"70","4","70","4"
"71","5","71","4"
"72","5","72","4"
"73","4","73","4"
"74","5","74","4"
"75","3","75","4"
"76","2","76","4"
"77","1","77","4"
"78","3","78","4"
"79","2","79","4"
"80","3","80","4"
"81","3","81","4"
"82","4","82","4"
"83","5","83","4"
"84","4","84","4"
"85","3","85","4"
"86","3","86","4"
"87","4","87","4"
"88","3","88","4"
"89","5","89","4"
"90","5","90","4"
"91","4","91","5"
"92","4","92","5"
"93","5","93","5"
"94","3","94","5"
"95","4","95","5"
"96","4","96","5"
"97","5","97","5"
"98","4","98","5"
"99","3","99","5"
"100","2","100","5"
"101","3","101","5"
"102","4","102","5"
"103","5","103","5"
"104","4","104","5"
"105","4","105","5"
"106","4","106","5"
"107","3","107","5"
"108","5","108","5"
"109","3","109","5"
"110","4","110","5"
"111","3","111","5"
"112","3","112","5"
"113","5","113","6"
"114","3","114","6"
"115","4","115","6"
"116","5","116","6"
"117","4","117","6"
"118","3","118","6"
"119","5","119","6"
"120","5","120","6"
"121","4","121","6"
"122","3","122","6"
"123","4","123","6"
"124","5","124","6"
"125","4","125","6"
"126","3","126","6"
"127","2","127","6"
"128","4","128","6"
"129","5","129","6"
"130","4","130","6"
"131","3","131","6"
"132","2","132","6"
"133","3","133","6"
"134","4","134","6"
"135","5","135","6"
"136","5","136","7"
"137","4","137","7"
"138","3","138","7"
"139","2","139","7"
"140","2","140","7"
"141","4","141","7"
"142","5","142","7"
"143","4","143","7"
"144","3","144","7"
"145","4","145","7"
"146","3","146","7"
"147","4","147","7"
"148","5","148","7"
"149","5","1","8"
"150","4","2","8"
"151","3","3","8"
"152","4","4","8"
"153","4","5","8"
"154","3","6","8"
"155","2","7","8"
"156","5","8","8"
"157","4","9","8"
"158","5","10","8"
"159","4","11","8"
"160","3","12","8"
"161","4","13","8"
"162","3","14","8"
"163","4","15","8"
"164","5","16","8"
"165","5","17","8"
"166","1","18","8"
"167","3","19","8"
"168","2","20","8"
"169","3","21","8"
"170","4","22","8"
"171","4","23","9"
"172","5","24","9"
"173","4","25","9"
"174","3","26","9"
"175","2","27","9"
"176","4","28","9"
"177","3","29","9"
"178","2","30","9"
"179","1","31","9"
"180","3","32","9"
"181","4","33","9"
"182","5","34","9"
"183","4","35","9"
"184","3","36","9"
"185","2","37","9"
"186","5","38","9"
"187","4","39","9"
"188","3","40","9"
"189","4","41","10"
"190","3","42","10"
"191","3","43","10"
"192","2","44","10"
"193","2","45","10"
"194","4","46","10"
"195","5","47","10"
"196","4","48","10"
"197","3","49","10"
"198","4","50","10"
"199","5","51","10"
"200","4","52","10"
"201","3","53","10"
"202","2","54","10"
"203","4","55","10"
"204","3","56","10"
"205","5","57","10"
"206","4","58","10"
"207","4","59","10"
"208","2","60","10"
"209","3","61","10"
"210","4","62","10"
"211","3","63","10"
"212","4","64","10"
"213","4","65","10"
"214","5","66","10"
"215","3","67","10"
"216","5","68","11"
"217","2","69","11"
"218","3","70","11"
"219","5","71","11"
"220","2","72","11"
"221","5","73","11"
"222","5","74","11"
"223","4","75","11"
"224","4","76","11"
"225","4","77","11"
"226","2","78","11"
"227","3","79","11"
"228","2","80","11"
"229","3","81","11"
"230","2","82","11"
"231","4","83","11"
"232","5","84","11"
"233","5","85","11"
"234","4","86","11"
"235","3","87","11"
"236","4","88","11"
"237","3","89","11"
"238","4","90","11"
"239","2","91","11"
"240","4","92","11"
"241","3","93","11"
"242","4","94","11"
"243","3","95","12"
"244","2","96","12"
"245","2","97","12"
"246","3","98","12"
"247","5","99","12"
"248","4","100","12"
"249","2","101","12"
"250","1","102","12"
"251","3","103","12"
"252","2","104","12"
"253","5","105","12"
"254","4","106","12"
"255","2","107","12"
"256","2","108","12"
"257","5","109","12"
"258","5","110","12"
"259","2","111","12"
"260","4","112","12"
"261","4","113","12"
"262","1","114","12"
"263","2","115","12"
"264","3","116","12"
"265","4","117","12"
"266","5","118","12"
"267","4","119","12"
"268","5","120","12"
"269","2","121","12"
"270","3","122","12"
"271","4","123","13"
"272","5","124","13"
"273","4","125","13"
"274","2","126","13"
"275","3","127","13"
"276","4","128","13"
"277","2","129","13"
"278","2","130","13"
"279","3","131","13"
"280","3","132","13"
"281","4","133","13"
"282","5","134","13"
"283","4","135","13"
"284","5","136","13"
"285","4","137","13"
"286","4","138","13"
"287","3","139","13"
"288","3","140","13"
"289","2","141","13"
"290","4","142","13"
"291","3","143","13"
"292","4","144","13"
"293","4","145","14"
"294","3","146","14"
"295","2","147","14"
"296","2","148","14"
"297","2","1","14"
"298","4","2","14"
"299","4","3","14"
"300","5","4","14"
"301","4","5","14"
"302","3","6","14"
"303","4","7","14"
"304","5","8","14"
"305","5","9","14"
"306","1","10","14"
"307","1","11","14"
"308","2","12","15"
"309","3","13","15"
"310","4","14","15"
"311","5","15","15"
"312","4","16","15"
"313","4","18","15"
"314","3","135","15"
"315","4","145","15"
"316","3","75","15"
"317","4","45","15"
"318","5","69","15"
"319","4","58","15"
"320","5","25","15"
"321","4","22","15"
"322","3","15","15"
"323","2","33","15"
"324","3","59","15"
"325","4","60","15"
"326","2","52","16"
"327","4","53","16"
"328","2","45","16"
"329","5","8","16"
"330","4","2","16"
"331","3","10","16"
"332","4","116","16"
"333","3","123","16"
"334","5","23","16"
"335","4","5","16"
"336","4","56","16"
"337","5","65","16"
"338","3","96","16"
"339","4","48","16"
"340","3","46","16"
"341","3","66","16"
"342","4","63","16"
"343","5","26","16"
"344","4","12","16"
"345","5","57","16"
"346","5","1","16"
"347","5","148","17"
"348","3","147","17"
"349","2","146","17"
"350","3","85","17"
"351","2","12","17"
"352","3","2","17"
"353","2","1","17"
"354","4","5","17"
"355","3","9","17"
"356","2","81","17"
"357","3","65","18"
"358","4","6","18"
"359","5","9","18"
"360","5","10","18"
"361","4","11","18"
"362","5","12","18"
"363","4","36","18"
"364","4","12","18"
"365","5","20","18"
"366","3","21","18"
"367","3","25","18"
"368","4","62","18"
"369","3","58","18"
"370","5","139","18"
"371","4","138","18"
"372","4","4","19"
"373","3","57","19"
"374","3","43","19"
"375","4","35","19"
"376","2","3","19"
"377","5","44","19"
"378","3","45","19"
"379","2","125","19"
"380","1","126","19"
"381","5","1","20"
"382","2","2","20"
"383","5","3","20"
"384","4","89","20"
"385","3","17","20"
"386","4","125","20"
"387","5","143","20"
"388","4","136","20"
"389","5","133","20"
"390","4","83","21"
"391","3","131","21"
"392","5","143","21"
"393","4","136","21"
"394","3","134","21"
"395","2","137","21"
"396","4","131","21"
"397","3","130","21"
"398","1","140","21"
"399","3","133","21"
"400","4","132","21"
"401","5","139","21"
"402","3","121","22"
"403","2","120","22"
"404","2","15","22"
"405","4","124","22"
"406","4","51","22"
"407","2","69","22"
"408","4","125","22"
"409","2","145","22"
"410","4","148","22"
"411","4","132","22"
"412","5","6","22"
"413","5","22","22"
"414","5","23","22"
"415","4","12","22"
"416","5","14","22"
"417","4","36","22"
"418","5","96","22"
"419","5","16","22"
"420","4","141","22"
"421","5","63","22"
"422","2","25","23"
"423","4","52","23"
"424","5","96","23"
"425","3","52","23"
"426","4","63","23"
"427","2","83","23"
"428","3","147","23"
"429","2","141","23"
"430","3","111","23"
"431","2","122","23"
"432","3","132","23"
"433","2","5","23"
"434","4","3","23"
"435","5","1","23"
"436","4","56","24"
"437","3","55","24"
"438","2","22","24"
"439","3","11","24"
"440","4","33","24"
"441","3","44","24"
"442","5","55","24"
"443","4","66","24"
"444","2","77","24"
"445","1","88","24"
"446","3","99","24"
"447","1","111","24"
"448","2","122","24"
"449","1","133","24"
"450","3","144","24"
"451","3","12","25"
"452","2","21","25"
"453","3","13","25"
"454","4","31","25"
"455","5","14","25"
"456","5","41","25"
"457","4","15","25"
"458","3","51","25"
"459","4","16","25"
"460","3","61","25"
"461","4","17","25"
"462","5","71","25"
"463","5","18","25"
"464","4","81","25"
"465","4","19","25"
"466","5","91","25"
"467","4","24","25"
"468","4","21","26"
"469","4","22","26"
"470","4","39","26"
"471","5","148","26"
"472","4","42","26"
"473","5","43","26"
"474","4","74","26"
"475","1","27","26"
"476","4","20","26"
"477","5","148","1"
"478","5","147","1"
"479","5","89","1"
"480","5","46","1"
"481","1","69","1"
"482","5","8","27"
"483","5","22","27"
"484","5","39","27"
"485","4","35","27"
"486","5","97","27"
"487","1","99","27"
"488","1","143","27"
"489","4","135","27"
"490","1","38","27"
"491","1","16","27"
"492","5","144","27"
"493","5","35","1"
"494","0","15","28"
"495","4","3","28"
"496","5","146","28"
"497","1","136","28"
"498","1","4","28"
"499","1","8","28"
"500","1","71","28"
"501","1","74","28"
"502","1","148","28"
